ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURAÇAO,ASSENTOS
984,-46697903,-23563646,355030862000075,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Centro Brasileiro Britânico,,"Rua Ferreira de Araújo, 741",3039-0553,Pinheiros,,9,4,,160
985,-46645510,-23569908,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Centro Cultural Itaú,Sala Itaú Cultural,"Av. Paulista, 149",3238-1700,Bela Vista,,9,4,,350
986,-46736692,-23646750,355030846000288,3550308005228,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,Centro Cultural Monte Azul,Arena,"Av. Tomás de Souza, 552",5851-5370,Jardim Monte Azul,,9,4,,160
987,-46677167,-23551853,355030845000168,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro da Cultura Judaica,,"Rua Oscar Freire,  2.500",3065-4338,Pinheiros,,9,4,,298
988,-46694452,-23562734,355030862000021,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Canto da Ema,,"Av. Brig. Faria Lima, 364",3237-4940,Pinheiros,,9,4,,800
989,-46673421,-23586468,355030835000085,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Cervejaria Continental,,Av. Presidente Juscelino Kubitschek,3846-1515,Itaim Bibi,,9,4,,400
990,-46616503,-23464418,355030882000126,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,Cervejaria Pólo Norte,,"Av. Nova Cantareira, 4.077",6991-7799,Santana,,9,4,,1200
991,-46682416,-23590293,355030835000035,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Charles Edward & Cia.,,"Av. Presidente Juscelino Kubitschek, 1426",3078-5022,Vila Nova Conceição,,9,4,,180
992,-46687000,-23591091,355030835000035,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,City Hall,,"Av. Presidente Juscelino Kubitschek, 1.726",2187-1600,Itaim Bibi,,9,4,,190
993,-46693750,-23578164,355030862000163,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Clube A Hebraica,Teatro Anne Frank,"Rua Hungria, 1.000",3818-8888,Jardim Europa,,9,4,,270
994,-46629677,-23516306,355030870000060,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Clube Espéria,,"Av. Santos Dumont, 1.313",6221-2344,Santana,,9,4,,2000
995,-46706845,-23626506,355030871000092,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Clube Transatlântico,,"rua José Guerra, 130",2133-8600,Chácara Santo Antônio,,9,4,,200
996,-46610750,-23494495,355030886000054,3550308005032,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Consulado da Cerveja,,"Rua Eduardo Espínola Filho, 70",6973-3256,Vila Guilherme,,9,4,,1600
997,-46624891,-23506413,355030870000027,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Consulado Music,,"Av. Cruzeiro do Sul, 2.737",6971-5656,Santana,,9,4,,3000
998,-46688650,-23555632,355030862000026,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Coppola Music,,"Rua Girasol, 323",3034-5544,Vila Madalena,,9,4,,700
999,-46679675,-23591611,355030835000039,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Corleonne Bar e Cucina,,"Rua Atílio Inocenti, 534",3848-0028,Vila Olímpia,,9,4,,250
1000,-46724890,-23645520,355030871000089,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Credicard Hall,,"Av. Nações Unidas, 17.955",6846-6000,Santo Amaro,,9,4,,5600
1001,-46656219,-23611879,355030877000154,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,Cruz Vermelha - anfiteatro,,"Av. Moreira Guimarães,  699",6917-3710,Higienópolis,,9,4,,110
1002,-46662758,-23528774,355030806000002,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,D-edge,,"Al. Olga,  170",3666-9022,Barra Funda,,9,4,,500
1003,-46682809,-23565276,355030862000064,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Dinossauros Rock Bar,,"Rua dos Pinheiros, 518",3062-7151,Pinheiros,,9,4,,180
1004,-46727699,-23538085,355030888000029,3550308005107,90,VILA LEOPOLDINA,8,LAPA,Oeste,Oeste,Diquinta,,"Rua Baumann, 1435",3832-8042,Vila Leopoldina,,9,4,,400
1005,-46680695,-23588409,355030835000060,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Disco,,"Rua Prof. Atílio Innocenti, 160",3078-0404,Itaim Bibi,,9,4,,600
1006,-46689517,-23558092,355030862000008,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Dolores Bar,,"Rua Fradique Coutinho, 1007",3812-6519,Vila Madalena,,9,4,,700
1007,-46670105,-23598033,355030832000166,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Ébano,,"Av. Hélio Pellegrino, 531",3842-4445,Vila Nova Conceição,,9,4,,1200
1008,-46614805,-23601380,355030827000115,3550308005045,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Empório Vergueiro,,"Rua Vergueiro, 6.386",5061-0305,Vila Firmino Pinto,,9,4,,100
1009,-46693026,-23568219,355030862000069,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço Cultural  Traço de União,casa de samba,"Rua Cláudio Soares, 73",3031-8065,Pinheiros,,9,4,,400
1010,-46696809,-23617968,355030835000119,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Espaço Cultural BankBoston,,"Rua Dr. Chucri Zaidan, 246",3081-1911,Vila Cordeiro,,9,4,,246
1011,-46668385,-23528471,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Espaço das Américas,,"Av. Francisco Matarazzo, 530",3662-5147,?Água Branca,,9,4,,2500
1012,-46659626,-23600167,355030832000005,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Espaço Musical Zimbo Trio,,"Av. Agami, 333",5051-5158,Indianópolis,,9,4,,50
1013,-46679948,-23676347,355030816000013,3550308005172,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Espaço Picadeiro,,"Av. interlagos, 2.601",5536-3135,Moema,,9,4,,250
1014,-46645507,-23547437,355030866000030,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Espaço Satyros,,"Pça. Franklin Roosevelt, 214",3258-6345,República,,9,4,,70
1015,-46467708,-23593131,355030873000035,3550308005208,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,Expresso Brasil,,"Av. Aricanduva, 11.500",6724-2000,Jardim Aricanduva,,9,4,,8000
1016,-46687711,-23558220,355030862000009,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Fidalga 33,,"Rua Fidalga, 32",3486-1834,Pinheiros,,9,4,,400
1017,-46650946,-23565587,355030845000207,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Fnac Paulista,Forum de Eventos,"Av. Paulista, 901",2123-2000,Bela Vista,,9,4,,100
1018,-46691725,-23562323,355030862000019,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Fnac Pinheiros,forum cultural,"Av. Pedroso de Morais, 858",4501-4000,Pinheiros,,9,4,,100
1019,-46691284,-23562720,355030862000019,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Fnac Pinheiros,Forum de eventos,"Rua Pedroso de Moraes, 858",3097-0022,Pinheiros,,9,4,,100
1020,-46710020,-23601366,355030854000098,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Fundação Maria Luísa e Oscar Americano,,"Av. Morumbi, 4.077",3742-0077,Morumbi,,9,4,,107
1021,-46656665,-23552729,355030826000069,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Funhouse,,"Rua Bela Cintra, 567",3259-3793,Consolação,,9,4,,240
1022,-46668400,-23528485,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Galpão Barra Funda,,"Av. Francisco Matarazzo, 530",3813-9240,Barra Funda,,9,4,,5000
1023,-46630612,-23528284,355030809000011,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Galpão Tiradentes,,"Av. Tiradentes, 846",3313-2881,Bom Retiro,,9,4,,2000
1024,-46656385,-23552672,355030826000143,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Geni,,"Rua Bela Cintra, 539",3129-9638,Consolação,,9,4,,250
1025,-46687309,-23557427,355030862000009,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Grazie Dio!,,"Rua Girassol, 67",3031-6568,Pinheiros,,9,4,,130
1026,-46632084,-23525190,355030809000018,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Hangar  110,,"Rua Rodolfo Miranda, 110",3229-7442,Bom Retiro,,9,4,,400
1027,-46661302,-23558313,355030845000056,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Havana Club,,"Al. Santos, 2.233",3069-2626,Cerqueira César,,9,4,,150
1028,-46662896,-23560767,355030845000190,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Hole Club,,"Rua Augusta, 2203",,Jardim Paulista,,9,4,,600
1029,-46641260,-23515906,355030870000060,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Holiday Inn Parque Anhembi,,"Rua Prof. Milton Rodrigues, 100",6223-8844,Parque Anhembi,,9,4,,600
1030,-46698882,-23616464,355030835000119,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Hotel Grand Hyatt,Upstairs,"Av. Nações Unidas, 13.301",6838-3208,Vila Almeida,,9,4,,120
1031,-46653321,-23565172,355030845000100,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Hotel Intercontinental,,"Alameda Santos, 1.123",3179-2600,Jardim Paulista,,9,4,,350
1032,-46666394,-23581575,355030845000072,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Hotel Unique,,"Av. Brig. Luís Antônio, 4700",6846-6000,Jardim Paulista,,9,4,,3000
1033,-46671383,-23560588,355030845000084,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Infierno,,"Rua Oscar Freire, 1.225",3487-2770,Cerqueira César,,9,4,,1000
1034,-46658601,-23544301,355030826000114,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Instituto Moreira Salles,,"Rua Piauí, 844 -1 andar",3825-2560,Higienópolis,,9,4,,130
1035,-46742726,-23595707,355030894000003,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Kboom,,"Rua Caminho do Engenho, 354",3751-1010,Butantã,,9,4,,500
1036,-46689579,-23559394,355030862000008,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Kingston Bar,,"Rua Morato Coelho, 860",3812-6747,Vila Madalena,,9,4,,300
1037,-46720979,-23551756,355030802000043,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Livraria Cultura (shopping Vila Lobos),Sala Eva Hertz,"Av. Nações Unidas , 4.777",3024-3599,Butantã,,9,4,,110
1038,-46686008,-23592069,355030835000179,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Lov.E Club & Lounge,,"Rua Pequetita, 189",3044-1613,Vila Olímpia,,9,4,,500
1039,-46654785,-23538837,355030869000079,3550308005028,70,SANTA CECILIA,9,SE,Centro,Centro,Macabi,,"Av. Angélica,  634",3826-8411,Higienópolis,,9,4,,350
1040,-46691353,-23603061,355030835000055,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Manga Rosa,,"Rua Guararapes, 1754",5507-3938,Brooklin Paulista,,9,4,,600
1041,-46680840,-23585654,355030835000059,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Manifesto Rock Bar,,"Rua Iguatemi,36",3068-9595,Itaim Bibi,,9,4,,700
1042,-46691205,-23555380,355030862000025,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Marcenaria,,"Rua Fradique Coutinho, 1.378",3032-9006,Pinheiros,,9,4,,700
1043,-46672655,-23605151,355030832000132,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Me Gusta Café,,"Av. Cotovia, 269",5041-3383,Moema,,9,4,,80
1044,-46666075,-23611694,355030832000129,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Memphis,,"Av. dos Imarés, 295",5542-9767,Moema,,9,4,,400
1045,-46663291,-23553825,355030826000017,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Milo Garage,,"Rua Minas Gerais,203",3129-8027,Higienópolis,,9,4,,100
1046,-46645655,-23553223,355030807000068,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Moai Loung,,"Rua João Passalacqua, 80",3105-7221,Bela Vista,,9,4,,500
1047,-46688910,-23560454,355030862000002,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Mojave,,"Rua Mourato Coelho, 740",3813-2063,Pinheiros,,9,4,,120
1048,-46633728,-23543516,355030878000007,3550308005001,80,SE,9,SE,Centro,Centro,Monsteiro de São Bento - Teatro,,"Rua São Bento, s/n",3328-8793,Centro,,9,4,,300
1049,-46680298,-23559194,355030845000208,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Mood Club,,"Rua Teodoro Sampaio, 1.109",3060-9010,Pinheiros,,9,4,,700
1050,-46690098,-23559907,355030862000008,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Morrison Rock Bar,,"Rua Inácio Pereira da Rocha, 362",3814-1022,Pinheiros,,9,4,,600
1051,-46675972,-23573037,355030862000110,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Museu Brasileiro da Escultura - MuBE,Auditório Pedro Piva,"Av. Europa, 218",3081-8611,Jardim Europa,,9,4,,192
1052,-46655460,-23561256,355030807000098,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Museu de Arte de São Paulo Assis Chateaubriand,Grande Auditório,"Avenida Paulista, 1.578",3251-5644,Cerqueira César,,9,4,,400
1053,-46675860,-23579250,355030835000131,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Na Mata Café,,"Rua da Mata, 70",3079-0300,Itaim Bibi,,9,4,,250
1054,-46667056,-23562306,355030845000029,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Nasty Club,,"Alameda Lorena, 1717",7814-1201,Jardim Paulista,,9,4,,500
1055,-46618568,-23510471,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Novo Hotel Center Norte,,"Av. Zaki Narchi, 500",6224-4000,Carandiru,,9,4,,140
1056,-46516227,-23517115,355030859000010,3550308005145,60,PENHA,21,PENHA,Leste,Leste 1,O Canal,,"Rua dona Cecília de Santana, 481",6682-3888,Penha,,9,4,,6000
1057,-46686060,-23559688,355030862000010,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Ó do Borogodó,,"Rua Horácio Lane, 21",3814-4087,Pinheiros,,9,4,,120
1058,-46667383,-23596927,355030832000009,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Old Vic Pub,,"Rua Diogo Jácome, 613",3842-4342,Vila Nova Conceição,,9,4,,400
1059,-46697046,-23524724,355030848000011,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Olympia,,"Rua Clélia, 1.517",3864-7831/,Lapa,,9,4,,2500
1060,-46667628,-23565399,355030845000002,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Orbital,,"Rua Augusta, 2.849",5096-0747,Cerqueira César,,9,4,,200
1061,-46674835,-23587848,355030835000063,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Oribah,,"Av. Presidente Juscelino Kubitscheck, 535",3845-4141,Vila Nova Conceição,,9,4,,200
1062,-46650759,-23550979,355030826000066,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Outs,,"Rua Augusta, 486",3237-4940,Bela Vista,,9,4,,800
1063,-46680165,-23590159,355030835000039,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Pennélope Bar Beats & Boutique,,"Rua Prof. Atílio Innocenti, 380",3842-3802,Vila Nova Conceição,,9,4,,500
1064,-46679381,-23580748,355030835000106,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Piove,,"Rua Jerônimo da Veiga, 75",3071-2301,Itaim Bibi,,9,4,,70
1065,-46699940,-23567104,355030862000072,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Projeto Equilíbrio,,"Rua Eugênio de Medeiros, 263",3813-9240,Pinheiros,,9,4,,2000
1066,-46644433,-23518847,355030809000039,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Quadra dos Gaviões da Fiel,,"Rua Cristina Tomas, 183",3221-2066,Bom Retiro,,9,4,,4000
1067,-46690859,-23550382,355030862000174,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Raso da Catarina,,"Rua Harmonia, 921 - fundos",3031-4946,Sumarezinho,,9,4,,200
1068,-46714876,-23700212,355030879000009,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,Reggae Night,,"Av. Robert  kennedy, 3.880",5677-2302/,Interlagos,,9,4,,4000
1069,-46661302,-23558308,355030845000056,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Renaissance,,"Alameda Santos, 2.233",3069-2233/,Cerqueira César,,9,4,,462
1070,-46678516,-23593576,355030835000042,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Rey Castro,,"Rua Min. Jesuino Cardoso, 181",3842-5279,Vila Nova Conceição,,9,4,,450
1071,-46686491,-23557555,355030862000027,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Rose Bom Bom,,"Rua Luís Murat, 370",3813-3365,Jardim das Bandeiras,,9,4,,800
1072,-46611676,-23495492,355030870000126,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Saint Patrick's Pub,,"Av. Luiz Dumont Villares, 655",6977-9226,Vila Guilherme,,9,4,,700
1073,-46690551,-23554675,355030862000025,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Sala Crisantempo,,"Rua Fidalga, 521",3814-2850,Vila Madalena,,9,4,,100
1074,-46691673,-23556900,355030862000127,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Salve Simpatia,,"Rua Mourato Coelho, 1329",3814-0501,Vila Madalena,,9,4,,400
1075,-46689494,-23556153,355030862000026,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Samba,,"Rua Fidalga, 308",3819-4619,Pinheiros,,9,4,,140
1076,-46690646,-23595002,355030835000035,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Santa Aldeia,,"Rua Beira Rio, 113",3845-9235,Vila Olímpia,,9,4,,1200
1077,-46644121,-23545611,355030866000012,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Sapori di Rosi,,"Av. Ipiranga, 200, térreo do edifício Copan",3120-4442,República,,9,4,,150
1078,-46696710,-23622298,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Saraiva Megastore  (Shopping Morumbi),,"Av. Roque Petroni Jr., 1.089",3062-0950,Itaim Bibi,,9,4,,200
1079,-46696903,-23571539,355030862000104,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Saraiva Music Hall (Shopping Eldorado),,"Av. Rebouças, 3.970 - 3 piso",3819-5999,Pinheiros,,9,4,,300
1080,-46657511,-23555589,355030826000107,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Sarajevo,,"Rua Augusta, 1385",3253-4292,Consolação,,9,4,,500
1081,-46664885,-23558136,355030845000055,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Sattva,,"Al. Itu, 1464A",3083-6237,Cerqueira César,,9,4,,100
1082,-46688686,-23566955,355030862000138,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Scandal,,"Av. Pedroso de  Morais, 261",3816-7845,Pinheiros,,9,4,,150
1083,-46584763,-23545096,355030808000021,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,SESC Belenzinho,Bar,Av. Álvaro Ramos 915,6608-8143,Belém,,9,4,,140
1084,-46629907,-23551295,355030878000013,3550308005001,80,SE,9,SE,Centro,Centro,SESC Carmo,,"Rua do Carmo, 147",3105-9121,Centro,,9,4,,200
1085,-46683147,-23524961,355030860000138,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,SESC Pompéia,Chouperia,"Rua Clélia, 93",3871-7700,Lapa,,9,4,,800
1086,-46561853,-23561448,355030885000098,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Shopping Anália Franco,,"Av. Regente Feijó, 1.739",0800-17906,Vila Formosa,,9,4,,1600
1087,-46699886,-23620328,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Shopping SP Market- Pça. da Cultura,,"Av. Nações Unidas, 22.540",3582-3666,Campo Grande,,9,4,,800
1088,-46684710,-23585062,355030835000076,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Soul Sister,,"Rua Mário Ferraz, 590",3045-2320,Itaim Bibi,,9,4,,450
1089,-46688460,-23558894,355030862000009,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Studio SP,,"Rua Inácio Pereira da Rocha, 170",3817-5425,Vila Madalena,,9,4,,500
1090,-46669352,-23561991,355030845000188,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Supremo Musical,,"Rua Oscar Freire, 1.000",3062-0950,Jardim Paulista,,9,4,,80
1091,-46663471,-23558538,355030845000056,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Syndikat Jazz Club,,"Rua Moacir Piza, 64",3086-3037,Cerqueira César,,9,4,,100
1092,-46686938,-23620115,355030835000138,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Tanoeiro Bar,,"Rua Roque Petrella, 325",5533-4309,Itaim Bibi,,9,4,,120
1093,-46644799,-23557899,355030807000014,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Teatro Denoy de Oliveira,,"Rua Rui Barbosa, 323",3288-1894,Bela Vista,,9,4,,100
1094,-46676276,-23587719,355030835000061,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Teatro Espaço Juca Chaves (Hipermercado Extra),,"Rua João Cachoeira, 899",3073-0644,Itaim Bibi,,9,4,,300
1095,-46615198,-23497538,355030870000083,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Teatro Jardim São Paulo,,"Av. Leôncio de Magalhães, 382",6959-2952,Jardim São Paulo,,9,4,,370
1096,-46663705,-23566925,355030845000008,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Teatro União Cultural,Sala José Ermínio,"Rua Cel. Oscar Freire, 208",0800-12647,Vila Mariana,,9,4,,216
1097,-46691512,-23553687,355030862000049,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Teatro-Escola Brincante,,"R. Purpurina, 428",3034-5389,Vila Madalena,,9,4,,
1098,-46683950,-23558895,355030862000133,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Teta Bar,,"Rua Cardeal Arcoverde, 1.265",3031-1641,Pinheiros,,9,4,,100
1099,-46660501,-23551748,355030826000017,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Tom Jazz,,"Av. Angélica,  2331",3255-3635,Santa Cecília,,9,4,,200
1100,-46661854,-23603937,355030832000043,3550308005098,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Ton Ton Jazz e Music Bar,,"Alameda dos Jamaris, 55",5044-7239,Indianópolis,,9,4,,250
1101,-46680266,-23560640,355030862000093,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Tribe House,,"Rua Henrique Schaumann, 517",3083-5876,Pinheiros,,9,4,,1000
1102,-46645466,-23569952,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Unidade Provisória Sesc Avenida Paulista,,"Av. Paulista, 119",3179-3700,Bela Vista,,9,4,,230
1103,-46698882,-23616464,355030835000119,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Upstairs Lounge Bar,,"Av. das Nações Unidas, 13.301",6838-3207,Vila Cordeiro,,9,4,,100
1104,-46677637,-23554767,355030845000170,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Urbano Club,,"Rua Cardeal  Arcoverde, 614",3085-1001,Pinheiros,,9,4,,1200
1105,-46652707,-23552046,355030826000087,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Vegas,,"Rua Augusta, 765",3031-3705,Consolação,,9,4,,600
1106,-46681734,-23582354,355030835000078,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Vermont Cult,,"Rua Pedroso Alvarenga, 1.192",3071-1320,Itaim Bibi,,9,4,,500
1107,-46686382,-23592180,355030835000179,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Via Funchal,,"Rua Funchal, 65",3089-6999,Vila Olímpia,,9,4,,6657
1108,-46669939,-23527676,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Vila Country,,"Av. Francisco Matarazzo, 774",3868-5858,Água Branca,,9,4,,2800
1109,-46646019,-23559865,355030807000002,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Villaggio Café,,"Pça. Don Orione, 298",3251-3730,Bela Vista,,9,4,,100
1110,-46638582,-23561605,355030849000087,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Teatro Fecap (Fundação Escola de Comércio Álares Penteado),,"Av. Liberdade,532",0800-551902,Centro,,9,4,,392
1111,-46643475,-23515371,355030870000060,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Auditório Elis Regina - Palácio das Convenções Anhembi,,"Avenida Olavo Fontoura, 1209",2163-2000,Santana,,9,4,,860
1112,-46658383,-23566780,355030845000204,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Conservatório Musical Souza Lima,,"Rua José Maria Lisboa, 745",3884-9149,Jardim Paulista,,9,4,,120
1113,-46644855,-23594059,355030890000124,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Espaço Bacarelli,,"Rua Estado de Israel, 553",5549-2011,Vila Clementino,,9,4,,120
1114,-46655618,-23512942,355030821000059,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,Vila do Samba,,"Rua João Rudge, 340",3858-6641,Casa Verde,,9,4,,700
